gene_name	description	receptor	carnival_activity.res	UNIPROT.res	final_score.res	method.res	discordant.res	mf.res	carnival_activity.sens	UNIPROT.sens	final_score.sens	method.sens	discordant.sens	mf.sens	uniprotswissprot
MAD2L1	mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]	NA	100	Q13257	0.461287	proteoscore	FALSE	other	-100	Q13257	-0.809297	proteoscore;proteoscore	FALSE	other	Q13257
MAFG	MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]	NA	-100	O15525	-1.53094	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O15525
MAGEA3	MAGE family member A3 [Source:HGNC Symbol;Acc:HGNC:6801]	NA	-100	P43357	-3.3241	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P43357
MAP2K4	mitogen-activated protein kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6844]	NA	100	P45985	1.79308	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P45985
MAP2K7	mitogen-activated protein kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6847]	NA	-100	O14733	-0.791029	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	O14733
MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]	NA	100	Q92918	1.92979	proteoscore	FALSE	kin	-100	Q92918	NA	CARNIVAL	FALSE	kin	Q92918
MAPK12	mitogen-activated protein kinase 12 [Source:HGNC Symbol;Acc:HGNC:6874]	NA	100	P53778	8.116857655087562	VIPER	FALSE	kin	NA	NA	NA	NA	NA	NA	P53778
MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]	NA	100	Q16539	-2.0077	PhosphoScore	TRUE	kin	NA	NA	NA	NA	NA	NA	Q16539
MAPK6	mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]	NA	-100	Q16659	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	Q16659
MAPK8	mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:HGNC:6881]	NA	100	P45983	-0.098779859	VIPER	TRUE	kin	NA	NA	NA	NA	NA	NA	P45983
MAPK9	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]	NA	-100	P45984-2;P45984	NA	CARNIVAL	FALSE	kin	100	P45984-2;P45984	NA	CARNIVAL	FALSE	kin	P45984
MAPKAPK2	MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	NA	100	P49137	0.414779	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P49137
MAPKAPK5	MAPK activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]	NA	-100	Q8IW41	-2.22679	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q8IW41
MARK2	microtubule affinity regulating kinase 2 [Source:HGNC Symbol;Acc:HGNC:3332]	NA	100	Q7KZI7	0.37536131531363287	VIPER+PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q7KZI7
MARK3	microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]	NA	100	P27448-3;P27448	0.693925	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	P27448
MAVS	mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]	NA	-100	Q7Z434	-4.44551	proteoscore	FALSE	other	100	Q7Z434	0.434647	proteoscore;proteoscore	FALSE	other	Q7Z434
MAZ	MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]	NA	-100	P56270	-0.421685	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P56270
MCM2	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]	NA	-100	P49736	-5.54965425	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P49736
MDC1	mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]	NA	-100	Q14676	-2.63414	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q14676
MECP2	methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]	NA	-100	P51608	-1.17562	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P51608
MED1	mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]	NA	100	Q15648	0.22063	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q15648
MED12	mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]	NA	100	Q93074	1.51603	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q93074
MED13L	mediator complex subunit 13L [Source:HGNC Symbol;Acc:HGNC:22962]	NA	100	Q71F56	1.08624	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q71F56
MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	NA	-100	Q06413-3;Q06413	-2.48731	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q06413
MET	"MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]"	y	-100	P08581	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	P08581
MFN1	mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]	NA	100	Q8IWA4	0.539045	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q8IWA4
MFN2	mitofusin 2 [Source:HGNC Symbol;Acc:HGNC:16877]	NA	-100	O95140	-1.6754	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O95140
MITF	melanocyte inducing transcription factor [Source:HGNC Symbol;Acc:HGNC:7105]	NA	-100	O75030-9;O75030	-1.35527	PhosphoScore	FALSE	tf	NA	NA	NA	NA	NA	NA	O75030
MPRIP	myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]	NA	-100	Q6WCQ1	-1.44665	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q6WCQ1
MSN	moesin [Source:HGNC Symbol;Acc:HGNC:7373]	NA	-100	P26038	-0.660448	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P26038
MSX2	msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]	NA	-55	P35548	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	P35548
MTOR	mechanistic target of rapamycin kinase [Source:HGNC Symbol;Acc:HGNC:3942]	NA	-100	P42345	-0.795784297	VIPER+PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	P42345
MTORC2	NA	NA	-100	SIGNOR-C2	NA	CARNIVAL	FALSE	complex	NA	NA	NA	NA	NA	NA	NA
MTSS1	MTSS I-BAR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20443]	NA	100	O43312	2.01402	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O43312
MUC1	"mucin 1, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7508]"	NA	-100	P15941	-1.55512	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P15941
MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]	NA	100	Q9BQG0	2.0883	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9BQG0
MYC	"MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]"	NA	100	P01106	3.23574	PhosphoScore	FALSE	tf	-100	P01106	-1.97509	PhosphoScore;PhosphoScore	FALSE	tf	P01106
MYCBP2	MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]	NA	100	O75592	0.862595	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O75592
MYL12A	myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]	NA	100	P19105	1.937934	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P19105
MYL6B	myosin light chain 6B [Source:HGNC Symbol;Acc:HGNC:29823]	NA	100	P14649	0.629202	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P14649
MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	NA	100	Q15746	2.38187	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q15746
MYO1C	myosin IC [Source:HGNC Symbol;Acc:HGNC:7597]	NA	100	O00159	1.63236	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O00159
NACA	nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]	NA	100	E9PAV3;Q13765	0.319254	proteoscore	FALSE	tf	-100	E9PAV3;Q13765	-0.727908	proteoscore;proteoscore	FALSE	tf	Q13765
NACA	nascent polypeptide associated complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:7629]	NA	100	E9PAV3;Q13765	0.319254	proteoscore	FALSE	tf	-100	E9PAV3;Q13765	-0.727908	proteoscore;proteoscore	FALSE	tf	E9PAV3
NAMPT	nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]	NA	-100	P43490	-1.5156	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P43490
NBR1	NBR1 autophagy cargo receptor [Source:HGNC Symbol;Acc:HGNC:6746]	y	100	Q14596	2.5731	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q14596
NCK1	NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]	NA	100	P16333	0.556959	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P16333
NCOA2	nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]		100	Q15596	2.33365	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q15596
NCOA3	nuclear receptor coactivator 3 [Source:HGNC Symbol;Acc:HGNC:7670]		-100	Q9Y6Q9	-2.26597	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9Y6Q9
NCOA6	nuclear receptor coactivator 6 [Source:HGNC Symbol;Acc:HGNC:15936]		-100	Q14686	-1.10556	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q14686
NCOR1	nuclear receptor corepressor 1 [Source:HGNC Symbol;Acc:HGNC:7672]		100	O75376	0.385145	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O75376
NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]		100	Q9Y618	0.640984	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9Y618
NCSTN	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	NA	100	Q92542	0.330169	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q92542
NDRG1	N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]	NA	100	Q92597	4.48259	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q92597
NEDD1	NEDD1 gamma-tubulin ring complex targeting factor [Source:HGNC Symbol;Acc:HGNC:7723]	NA	100	Q8NHV4	1.09413	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q8NHV4
NEDD4L	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	NA	100	Q96PU5	1.11785	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q96PU5
NEFH	neurofilament heavy chain [Source:HGNC Symbol;Acc:HGNC:7737]	NA	-100	P12036	-1.62963	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P12036
NES	nestin [Source:HGNC Symbol;Acc:HGNC:7756]	NA	-100	P48681	-2.89881	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P48681
NF2	"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor [Source:HGNC Symbol;Acc:HGNC:7773]"	NA	-100	P35240	-1.58993	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P35240
NFAT5	nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]	NA	-100	O94916	-2.38787	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O94916
NFATC1	nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775]	NA	100	O95644	2.30679	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O95644
NFE2	"nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]"	NA	-100	Q16621	-3.37331	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q16621
NFKB1	nuclear factor kappa B subunit 1 [Source:HGNC Symbol;Acc:HGNC:7794]	NA	100	P19838	1.11901	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P19838
NFKB2	nuclear factor kappa B subunit 2 [Source:HGNC Symbol;Acc:HGNC:7795]	NA	100	Q00653	2.10388	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q00653
NFKBIA	NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]	NA	-100	P25963	-0.674941	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P25963
NFKBIB	NFKB inhibitor beta [Source:HGNC Symbol;Acc:HGNC:7798]	NA	-100	Q15653	-2.29192	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q15653
NFX1	"nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]"	NA	100	Q12986	0.485969	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q12986
NME1	NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]	NA	-100	P15531	-2.12165	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	P15531
NOTCH2	notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]	y	100	Q04721	2.45101	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q04721
NR2F6	nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]	y	-100	P10588	-1.67277	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P10588
NR3C1	nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]	y	100	P04150	1.088	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P04150
NRBF2	nuclear receptor binding factor 2 [Source:HGNC Symbol;Acc:HGNC:19692]		100	Q96F24	4.53774	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	Q96F24
NTRK1	neurotrophic receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:8031]	y	-100	P04629-2;P04629	-1.14954	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P04629
NUAK1	NUAK family kinase 1 [Source:HGNC Symbol;Acc:HGNC:14311]	NA	100	O60285	NA	CARNIVAL	FALSE	kin	NA	NA	NA	NA	NA	NA	O60285
NUMA1	nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]	NA	-100	Q14980	-0.452807	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q14980
NUMB	NUMB endocytic adaptor protein [Source:HGNC Symbol;Acc:HGNC:8060]	NA	-100	P49757	-0.795907	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P49757
NUP153	nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062]	NA	-100	P49790	-0.388845	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P49790
NUP50	nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]	NA	100	Q9UKX7	0.907992	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9UKX7
NUP98	nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068]	NA	-100	P52948	-0.307415	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P52948
OFD1	OFD1 centriole and centriolar satellite protein [Source:HGNC Symbol;Acc:HGNC:2567]	NA	-100	O75665	-0.63206	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O75665
OGT	O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]	NA	100	O15294	0.296845	proteoscore	FALSE	other	-100	O15294	-0.58584	proteoscore;proteoscore	FALSE	other	O15294
OTUD5	OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]	NA	-100	Q96G74	-0.420907	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q96G74
OXSR1	oxidative stress responsive kinase 1 [Source:HGNC Symbol;Acc:HGNC:8508]	NA	-100	O95747	-2.76179	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	O95747
PA2G4	proliferation-associated 2G4 [Source:HGNC Symbol;Acc:HGNC:8550]	NA	-100	Q9UQ80	-0.254434	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9UQ80
PABPC1	poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]	NA	100	P11940	0.408723	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P11940
PAK1	p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]	NA	32	Q13153	NA	CARNIVAL	FALSE	kin	-100	Q13153	NA	CARNIVAL	FALSE	kin	Q13153
PAK4	p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059]	NA	-100	O96013	-2.42274	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	O96013
PARK7	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	NA	-100	Q99497	-0.818016	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q99497
PARP1	poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]	NA	-100	P09874	-1.6899	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P09874
PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	NA	-47	P23759	NA	CARNIVAL	FALSE	tf	NA	NA	NA	NA	NA	NA	P23759
PBX2	PBX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8633]	NA	-100	P40425	-2.43824	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P40425
PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]	NA	100	Q15366	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	Q15366
PCNA	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]	NA	100	P12004	1.75361	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P12004
PCYT1A	"phosphate cytidylyltransferase 1A, choline [Source:HGNC Symbol;Acc:HGNC:8754]"	NA	-100	P49585	-1.10063	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P49585
PER2	period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846]	NA	100	O15055	NA	CARNIVAL	FALSE	tf	-100	O15055	NA	CARNIVAL	FALSE	tf	O15055
PFKFB3	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:HGNC Symbol;Acc:HGNC:8874]"	NA	100	Q16875	0.86091	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q16875
PFKFB4	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]"	NA	-100	Q16877	-3.81972	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q16877
PFKM	"phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]"	NA	-100	P08237	-0.673072	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P08237
PFKP	"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]"	NA	-100	Q01813	-3.72865	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q01813
PGAM1	phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]	NA	-100	P18669	-3.263205	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P18669
PGM1	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	NA	100	P36871	7.618	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P36871
PGR	progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]	y	100	P06401-2;P06401	1.5841	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P06401
PHF8	PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]	NA	0	Q9UPP1	0.413772	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	Q9UPP1
PHLPP1	PH domain and leucine rich repeat protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:20610]	NA	100	O60346	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	O60346
PHOX2A	paired like homeobox 2A [Source:HGNC Symbol;Acc:HGNC:691]	NA	-100	O14813	-1.96802	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O14813
PI4KB	phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]	NA	-100	Q9UBF8-2;Q9UBF8	-1.46949	PhosphoScore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9UBF8
PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3 [Source:HGNC Symbol;Acc:HGNC:8974]	NA	100	Q8NEB9	0.70362	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q8NEB9
PIK3CB	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:8976]"	NA	100	P42338	-1.23306	proteoscore	TRUE	kin	NA	NA	NA	NA	NA	NA	P42338
PIK3R2	phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]	NA	-100	O00459	-1.26571	proteoscore	FALSE	other	100	O00459	0.570271	proteoscore;proteoscore	FALSE	other	O00459
PIM2	"Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]"	NA	-100	Q9P1W9	-0.07898813	VIPER	FALSE	kin	NA	NA	NA	NA	NA	NA	Q9P1W9
PIP3	NA	NA	100	CHEBI:16618	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	NA
PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8997]	NA	-100	P48426	-0.94571	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	P48426
PKM	pyruvate kinase M1/2 [Source:HGNC Symbol;Acc:HGNC:9021]	NA	100	P14618-2;P14618	0.246195	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P14618
PLA2G4A	phospholipase A2 group IVA [Source:HGNC Symbol;Acc:HGNC:9035]	NA	100	P47712	4.556884999999999	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	P47712
PLCG2	phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066]	NA	100	P16885	2.43688	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P16885
PLD1	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	NA	-100	Q13393	-3.15375	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q13393
PLEC	plectin [Source:HGNC Symbol;Acc:HGNC:9069]	NA	100	Q15149	1.07465	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15149
PLSCR1	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]	NA	100	O15162	2.14986	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	O15162
PML	PML nuclear body scaffold [Source:HGNC Symbol;Acc:HGNC:9113]	NA	-100	P29590-4;P29590	-0.486177	proteoscore	FALSE	tf	NA	NA	NA	NA	NA	NA	P29590
POLR2A	NA	NA	100	P24928	0.252709	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	NA
POU2F1	POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]	NA	-100	P14859	-2.55419	proteoscore	FALSE	tf	100	P14859	0.493168	proteoscore;proteoscore	FALSE	tf	P14859
PPARG	peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]	y	100	P37231-2;P37231	NA	CARNIVAL	FALSE	tf	-100	P37231-2;P37231	NA	CARNIVAL	FALSE	tf	P37231
PPAT	phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238]	NA	100	Q06203	0.377845	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q06203
PPM1A	"protein phosphatase, Mg2+/Mn2+ dependent 1A [Source:HGNC Symbol;Acc:HGNC:9275]"	NA	-100	P35813	0.371748	proteoscore	TRUE	other	NA	NA	NA	NA	NA	NA	P35813
PPM1B	"protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]"	NA	-100	O75688	-0.515985	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	O75688
PPME1	protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:HGNC:30178]	NA	-100	Q9Y570	-1.10731	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q9Y570
PPP1R12A	protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]	NA	100	O14974	0.763677	PhosphoScore	FALSE	other	NA	NA	NA	NA	NA	NA	O14974
PPP1R15A	protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]	NA	-50	O75807	NA	CARNIVAL	FALSE	other	NA	NA	NA	NA	NA	NA	O75807
PPP1R9B	protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]	NA	-100	Q96SB3	-0.340843	proteoscore	FALSE	kin	NA	NA	NA	NA	NA	NA	Q96SB3
PPP2CA	protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]	NA	-100	P67775	NA	CARNIVAL	FALSE	phos	NA	NA	NA	NA	NA	NA	P67775
PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]	NA	-100	Q15172	-0.37889	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q15172
PPP2R5D	protein phosphatase 2 regulatory subunit B'delta [Source:HGNC Symbol;Acc:HGNC:9312]	NA	100	Q14738	0.319799	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q14738
PPP3CA	protein phosphatase 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9314]	NA	100	Q08209	1.65807	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q08209
PPP3CB	protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315]	NA	100	P16298	1.5977	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P16298
PPP5C	protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	NA	-100	P53041	-1.05998	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P53041
PRDX1	peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352]	NA	-100	Q06830	-0.831708	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	Q06830
PRDX6	peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]	NA	-100	P30041	-1.50282	proteoscore	FALSE	other	NA	NA	NA	NA	NA	NA	P30041
