gene_name	Names	class	Type	final_score.ima	final_score.res	Difference.SENS.Ima_SENS.CTRL	Difference.RES.CTRL_SENS.CTRL	C..method.res	C..GOBP.slim.name_	C..KEGG.name_	T..UNIPROT.ima	T..mf	T..method.ima	T..UNIPROT.res	N..Size	N..P.value	N..Benj..Hoch..FDR	combined_score.ima	combined_score.res
RAF1	ion transport	all_up	GOBP slim name	2.65582	2.29782	0.158643	0.0197758	PhosphoScore	anatomical structure development;biological regulation;cell activation;cell communication;cell death;cell proliferation;cell-cell signaling;cellular component assembly;cellular component organization;cellular metabolic process;cellular process;coagulation;cytoskeleton organization;death;developmental process;establishment of localization;immune system process;ion transport;locomotion;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;organelle organization;phosphorus metabolic process;primary metabolic process;protein complex assembly;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of protein modification process;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to stimulus;response to stress;signal transduction;signaling;transmembrane transport;transport	Acute myeloid leukemia;B cell receptor signaling pathway;Bladder cancer;Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Hepatitis C;Insulin signaling pathway;ko05152;Long-term depression;Long-term potentiation;MAPK signaling pathway;Melanogenesis;Melanoma;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;Non-small cell lung cancer;Pancreatic cancer;Pathways in cancer;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;T cell receptor signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway	P04049	kin	PhosphoScore	P04049	283	0.00109871	0.00610882	0.42132725226	0.045441228756000006
MAPK1	cell cycle	all_down	GOBP slim name	-2.666608765	-1.17495	-0.119064	-0.0959194	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell proliferation;cell-cell signaling;cellular aromatic compound metabolic process;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;death;developmental process;endocytosis;establishment of localization;heterocycle metabolic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleocytoplasmic transport;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein targeting;protein transport;regulation of body fluid levels;regulation of organelle organization;regulation of protein modification process;regulation of protein stability;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to heat;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;small molecule metabolic process;transport;vesicle-mediated transport;viral reproduction	Acute myeloid leukemia;Adherens junction;Aldosterone-regulated sodium reabsorption;Alzheimer's disease;Axon guidance;B cell receptor signaling pathway;Bladder cancer;Chagas disease (American trypanosomiasis);Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Hepatitis C;Insulin signaling pathway;ko05152;Leishmaniasis;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;mTOR signaling pathway;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;NOD-like receptor signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;Shigellosis;T cell receptor signaling pathway;TGF-beta signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Toxoplasmosis;Type II diabetes mellitus;Vascular smooth muscle contraction;VEGF signaling pathway	P28482	kin	VIPER+PhosphoScore	P28482	1227	9.05768e-9	1.25902e-6	0.31749710599596	0.11270049903
MAPK1	response to heat	all_down	GOBP slim name	-2.666608765	-1.17495	-0.168546	-0.0568896	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell proliferation;cell-cell signaling;cellular aromatic compound metabolic process;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;death;developmental process;endocytosis;establishment of localization;heterocycle metabolic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleocytoplasmic transport;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein targeting;protein transport;regulation of body fluid levels;regulation of organelle organization;regulation of protein modification process;regulation of protein stability;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to heat;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;small molecule metabolic process;transport;vesicle-mediated transport;viral reproduction	Acute myeloid leukemia;Adherens junction;Aldosterone-regulated sodium reabsorption;Alzheimer's disease;Axon guidance;B cell receptor signaling pathway;Bladder cancer;Chagas disease (American trypanosomiasis);Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Hepatitis C;Insulin signaling pathway;ko05152;Leishmaniasis;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;mTOR signaling pathway;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;NOD-like receptor signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;Shigellosis;T cell receptor signaling pathway;TGF-beta signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Toxoplasmosis;Type II diabetes mellitus;Vascular smooth muscle contraction;VEGF signaling pathway	P28482	kin	VIPER+PhosphoScore	P28482	336	1.60016e-4	0.00177938	0.44944624090568996	0.06684243552
MAPK1	Acute myeloid leukemia	all_down	KEGG name	-2.666608765	-1.17495	-0.276102	-0.00914898	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell proliferation;cell-cell signaling;cellular aromatic compound metabolic process;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;death;developmental process;endocytosis;establishment of localization;heterocycle metabolic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleocytoplasmic transport;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein targeting;protein transport;regulation of body fluid levels;regulation of organelle organization;regulation of protein modification process;regulation of protein stability;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to heat;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;small molecule metabolic process;transport;vesicle-mediated transport;viral reproduction	Acute myeloid leukemia;Adherens junction;Aldosterone-regulated sodium reabsorption;Alzheimer's disease;Axon guidance;B cell receptor signaling pathway;Bladder cancer;Chagas disease (American trypanosomiasis);Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Hepatitis C;Insulin signaling pathway;ko05152;Leishmaniasis;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;mTOR signaling pathway;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;NOD-like receptor signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;Shigellosis;T cell receptor signaling pathway;TGF-beta signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Toxoplasmosis;Type II diabetes mellitus;Vascular smooth muscle contraction;VEGF signaling pathway	P28482	kin	VIPER+PhosphoScore	P28482	111	2.88564e-4	0.00579751	0.73625601323403	0.010749594050999999
MAPK1	Chronic myeloid leukemia	all_down	KEGG name	-2.666608765	-1.17495	-0.279268	-0.0911499	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell proliferation;cell-cell signaling;cellular aromatic compound metabolic process;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;death;developmental process;endocytosis;establishment of localization;heterocycle metabolic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleocytoplasmic transport;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein targeting;protein transport;regulation of body fluid levels;regulation of organelle organization;regulation of protein modification process;regulation of protein stability;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to heat;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;small molecule metabolic process;transport;vesicle-mediated transport;viral reproduction	Acute myeloid leukemia;Adherens junction;Aldosterone-regulated sodium reabsorption;Alzheimer's disease;Axon guidance;B cell receptor signaling pathway;Bladder cancer;Chagas disease (American trypanosomiasis);Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Hepatitis C;Insulin signaling pathway;ko05152;Leishmaniasis;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;mTOR signaling pathway;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;NOD-like receptor signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;Shigellosis;T cell receptor signaling pathway;TGF-beta signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Toxoplasmosis;Type II diabetes mellitus;Vascular smooth muscle contraction;VEGF signaling pathway	P28482	kin	VIPER+PhosphoScore	P28482	169	8.52683e-6	3.76886e-4	0.74469849658402	0.107096575005
MAPK1	MAPK signaling pathway - fly	all_down	KEGG name	-2.666608765	-1.17495	-0.54999	-0.00813724	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;biological regulation;biosynthetic process;cell activation;cell communication;cell cycle;cell death;cell proliferation;cell-cell signaling;cellular aromatic compound metabolic process;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;death;developmental process;endocytosis;establishment of localization;heterocycle metabolic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear transport;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleocytoplasmic transport;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;protein targeting;protein transport;regulation of body fluid levels;regulation of organelle organization;regulation of protein modification process;regulation of protein stability;regulation of translation;regulation of transport;response to abiotic stimulus;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to external stimulus;response to heat;response to stimulus;response to stress;RNA metabolic process;signal transduction;signaling;small molecule metabolic process;transport;vesicle-mediated transport;viral reproduction	Acute myeloid leukemia;Adherens junction;Aldosterone-regulated sodium reabsorption;Alzheimer's disease;Axon guidance;B cell receptor signaling pathway;Bladder cancer;Chagas disease (American trypanosomiasis);Chemokine signaling pathway;Chronic myeloid leukemia;Colorectal cancer;Dorso-ventral axis formation;Endometrial cancer;ErbB signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Focal adhesion;Gap junction;Glioma;GnRH signaling pathway;Hepatitis C;Insulin signaling pathway;ko05152;Leishmaniasis;Long-term depression;Long-term potentiation;MAPK signaling pathway;MAPK signaling pathway - fly;Melanogenesis;Melanoma;mTOR signaling pathway;Natural killer cell mediated cytotoxicity;Neurotrophin signaling pathway;NOD-like receptor signaling pathway;Non-small cell lung cancer;Oocyte meiosis;Osteoclast differentiation;Pancreatic cancer;Pathways in cancer;Prion diseases;Progesterone-mediated oocyte maturation;Prostate cancer;Regulation of actin cytoskeleton;Renal cell carcinoma;Shigellosis;T cell receptor signaling pathway;TGF-beta signaling pathway;Thyroid cancer;Toll-like receptor signaling pathway;Toxoplasmosis;Type II diabetes mellitus;Vascular smooth muscle contraction;VEGF signaling pathway	P28482	kin	VIPER+PhosphoScore	P28482	25	5.64779e-4	0.00960125	1.46660815466235	0.009560850138
ABL1	cell growth	all_down	GOBP slim name	-2.909134013	-2.0226	-0.00795448	-0.286566	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	225	8.79405e-8	4.88949e-6	0.023140648323728242	0.5796083916
ABL1	cellular component movement	all_down	GOBP slim name	-2.909134013	-2.0226	-0.0483865	-0.100635	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	897	1.96915e-4	0.00182475	0.1407628129200245	0.203544351
ABL1	mitosis	all_down	GOBP slim name	-2.909134013	-2.0226	-0.186048	-0.0727376	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	552	8.66428e-8	6.02167e-6	0.5412385648506239	0.14711906976
ABL1	nuclear division	all_down	GOBP slim name	-2.909134013	-2.0226	-0.186048	-0.0727376	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	552	8.66428e-8	8.0289e-6	0.5412385648506239	0.14711906976
ABL1	organelle fission	all_down	GOBP slim name	-2.909134013	-2.0226	-0.181224	-0.0616351	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	574	1.32353e-7	6.13235e-6	0.527204902371912	0.12466315326
ABL1	regulation of mitotic cell cycle	all_down	GOBP slim name	-2.909134013	-2.0226	-0.110904	-0.0479277	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	600	8.21438e-4	0.00518999	0.322634598577752	0.09693856602
ABL1	Chronic myeloid leukemia	all_down	KEGG name	-2.909134013	-2.0226	-0.279268	-0.0911499	VIPER+PhosphoScore	anatomical structure development;anatomical structure morphogenesis;autophagy;biological adhesion;biological regulation;catabolic process;cell activation;cell adhesion;cell differentiation;cell growth;cell morphogenesis;cell motility;cell proliferation;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;coagulation;cytoskeleton organization;developmental process;DNA metabolic process;DNA repair;growth;homeostatic process;immune system process;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;mitosis;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nuclear division;nucleobase-containing compound metabolic process;organelle fission;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of body fluid levels;regulation of cell cycle;regulation of mitotic cell cycle;regulation of organelle organization;regulation of protein modification process;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to external stimulus;response to oxidative stress;response to stimulus;response to stress;signal transduction	Axon guidance;Cell cycle;Chronic myeloid leukemia;ErbB signaling pathway;Neurotrophin signaling pathway;Pathogenic Escherichia coli infection;Pathways in cancer;Shigellosis;Viral myocarditis	P00519;P00519	kin	VIPER+PhosphoScore	P00519;P00519	169	8.52683e-6	3.76886e-4	0.812428037542484	0.18435978774000003
ABL2	cellular component movement	all_down	GOBP slim name	-2.55344	-2.61097	-0.0483865	-0.100635	PhosphoScore	anatomical structure morphogenesis;behavior;biological regulation;cell activation;cell communication;cell differentiation;cell maturation;cell motility;cellular component assembly;cellular component morphogenesis;cellular component movement;cellular component organization;cellular homeostasis;cellular ion homeostasis;cellular localization;cellular membrane organization;cellular metabolic process;cellular process;cytoskeleton organization;developmental maturation;developmental process;endocytosis;establishment of localization;homeostatic process;immune system process;localization;locomotion;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;neurological system process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of organelle organization;regulation of transport;response to abiotic stimulus;response to chemical stimulus;response to external stimulus;response to extracellular stimulus;response to stimulus;response to stress;signal transduction;transport;vesicle-mediated transport	ErbB signaling pathway;Viral myocarditis	P42684	kin	PhosphoScore	P42684	897	1.96915e-4	0.00182475	0.12355202456	0.26275496595000003
PBK	mitosis	all_down	GOBP slim name	-1.765010447	-1.1188	-0.186048	-0.0727376	VIPER+PhosphoScore	biological regulation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of protein modification process;response to abiotic stimulus;response to stimulus	NA	Q96KB5	kin	VIPER+PhosphoScore	Q96KB5	552	8.66428e-8	6.02167e-6	0.328376663643456	0.08137882688
PBK	nuclear division	all_down	GOBP slim name	-1.765010447	-1.1188	-0.186048	-0.0727376	VIPER+PhosphoScore	biological regulation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of protein modification process;response to abiotic stimulus;response to stimulus	NA	Q96KB5	kin	VIPER+PhosphoScore	Q96KB5	552	8.66428e-8	8.0289e-6	0.328376663643456	0.08137882688
PBK	organelle fission	all_down	GOBP slim name	-1.765010447	-1.1188	-0.181224	-0.0616351	VIPER+PhosphoScore	biological regulation;cellular component organization;cellular process;mitosis;nuclear division;organelle fission;organelle organization;regulation of protein modification process;response to abiotic stimulus;response to stimulus	NA	Q96KB5	kin	VIPER+PhosphoScore	Q96KB5	574	1.32353e-7	6.13235e-6	0.319862253247128	0.06895734988
PRKDC	DNA recombination	early	GOBP slim name	1.062957443	-0.113262	0.121791	-0.0807102	VIPER	anatomical structure development;anatomical structure formation involved in morphogenesis;biological regulation;cell activation;cell death;cell differentiation;cellular component organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;chromosome organization;death;developmental process;DNA metabolic process;DNA recombination;DNA repair;homeostatic process;immune system process;macromolecule metabolic process;macromolecule modification;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organelle organization;peptidyl-amino acid modification;phosphorus metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein phosphorylation;regulation of protein modification process;regulation of protein stability;response to abiotic stimulus;response to chemical stimulus;response to DNA damage stimulus;response to endogenous stimulus;response to stimulus;response to stress;rhythmic process;signal transduction;telomere organization	Cell cycle;Non-homologous end-joining	P78527	kin	VIPER+PhosphoScore	P78527	449	2.24244e-5	3.89624e-4	0.12945864994041298	0.0091413986724
