gene_name	UNIPROT	difference	significant	logpval
MTPAP	Q9NVV4	-0.207592	NA	0.64905199999999996
MTPN	P58546	0.735859	+	2.49065
MTR	Q99707	-0.509759	+	3.0325199999999999
MTRF1	O75570	0.368606	NA	0.39309699999999997
MTRF1L	Q9UGC7	0.387264	+	1.37995
MTRR	Q9UBK8	-0.580809	+	2.3586499999999999
MTSS1	O43312	0	NA	NaN
MTUS1	Q9ULD2	0.531222	NA	0.49951099999999998
MTX1	Q13505	0.34847	+	3.0824199999999999
MTX2	O75431	0.310924	+	1.9678500000000001
MUC1	P15941	-1.11756	+	3.2908900000000001
MUC16	Q8WXI7	-0.562004	NA	0.29337099999999999
MUL1	Q969V5	0.202405	NA	0.55902499999999999
MUS81	Q96NY9	-0.0492573	NA	0.17201
MUTYH	Q9UIF7	-1.17778	+	1.2558499999999999
MVB12A	Q96EY5	0.283967	+	1.85033
MVD	P53602	0.225951	NA	1.70896
MVK	Q03426	0.110205	NA	1.1234599999999999
MVP	Q14764	-0.0283091	NA	1.5197E-2
MXI1	P50539	-0.456144	NA	0.51612499999999994
MXRA7	P84157	0.812928	NA	0.78278700000000001
MXRA8	Q9BRK3	2.28181	+	2.3873899999999999
MYADM	Q96S97	-0.21645	NA	0.877749
MYBBP1A	Q9BQG0	-0.316045	+	2.6767099999999999
MYCBP2	O75592	-0.153441	NA	0.414435
MYD88	Q99836	-0.212129	NA	2.0047899999999998
MYDGF	Q969H8	0.027236	NA	8.4799799999999995E-2
MYEF2	Q9P2K5	-0.532523	NA	0.63885099999999995
MYH10	P35580	0.357844	+	2.2992400000000002
MYH11	P35749	-0.0315371	NA	5.2379200000000001E-2
MYH14	Q7Z406	0.712514	NA	0.380911
MYH9	P35579	0.0140367	NA	0.10389900000000001
MYL4	P12829	0.526627	+	2.88157
MYL6	P60660	0.133471	NA	0.56496400000000002
MYL6B	P14649	-0.089931	NA	0.17233499999999999
MYLK	Q15746	0.892587	NA	0.31345699999999999
MYLK3	Q32MK0	-0.437816	NA	0.570052
MYO18A	Q92614	0.519979	+	3.94876
MYO18B	Q8IUG5	-0.0952015	NA	0.27411400000000002
MYO19	Q96H55	-0.0912309	NA	0.30703799999999998
MYO1C	O00159	0.391225	+	3.2004299999999999
MYO1D	O94832	0.235981	+	2.3391099999999998
MYO1F	O00160	0.242874	NA	1.1289100000000001
MYO1G	B0I1T2	0	NA	NaN
MYO5A	Q9Y4I1	1.79387	NA	0.62548099999999995
MYO5B	Q9ULV0	0.978692	+	3.0523400000000001
MYO6	Q9UM54	0.417403	+	3.4031699999999998
MYO7A	Q13402	-0.861257	NA	0.26401999999999998
MYO9B	Q13459	0.0677338	NA	0.47563699999999998
MYSM1	Q5VVJ2	-0.262476	NA	0.235425
N4BP1	O75113	-0.12817	NA	0.13470399999999999
N4BP2	Q86UW6	-0.10941	NA	0.22370200000000001
N6AMT1	Q9Y5N5	0.484668	NA	1.01139
NAA10	P41227	-0.391628	NA	0.89737299999999998
NAA11	Q9BSU3	-0.828365	+	2.54603
NAA15	Q9BXJ9	-0.414261	+	4.3508800000000001
NAA16	Q6N069	-0.0473356	NA	3.6568999999999997E-2
NAA20	P61599	-0.391431	+	4.3138199999999998
NAA25	Q14CX7	-0.349303	+	1.7733699999999999
NAA30	Q147X3	-0.183834	NA	0.63822999999999996
NAA35	Q5VZE5	-0.245081	NA	1.1819500000000001
NAA38	Q9BRA0	-0.918391	NA	0.72419800000000001
NAA40	Q86UY6	-0.911659	+	2.3103500000000001
NAA50	Q9GZZ1	-0.435502	+	3.5842399999999999
NAB2	Q15742	-0.583166	+	2.2657500000000002
NABP1	Q96AH0	-0.553192	NA	0.32225300000000001
NABP2	Q9BQ15	0.333677	NA	1.09748
NACA	Q13765	-0.727908	+	3.5955400000000002
NACC1	Q96RE7	-0.172781	NA	3.2772700000000001
NADK	O95544	0.207941	NA	0.488479
NADK2	Q4G0N4	0.569915	+	4.1861699999999997
NADSYN1	Q6IA69	-0.0114837	NA	7.1018899999999996E-2
NAE1	Q13564	-0.123514	NA	1.16126
NAF1	Q96HR8	-0.525993	+	2.3085499999999999
NAGA	P17050	0.144536	NA	0.89232400000000001
NAGK	Q9UJ70	0.51674	+	3.07436
NAGLU	P54802	0.362284	NA	1.2981799999999999
NAGPA	Q9UK23	2.83937	+	0.89648000000000005
NAMPT	P43490	-0.066484	NA	0.47192499999999998
NANP	Q8TBE9	0.2837	NA	0.16175300000000001
NANS	Q9NR45	0.240492	+	3.4070200000000002
NAP1L1	P55209	-0.658899	+	2.5109699999999999
NAP1L4	Q99733	-0.214509	NA	1.0598000000000001
NAPA	P54920	0.0838509	NA	0.87700400000000001
NAPG	Q99747	-0.360065	+	3.1214200000000001
NAPRT	Q6XQN6	0.735148	+	4.8776299999999999
NAPSA	O96009	0	NA	NaN
NARF	Q9UHQ1	0.458117	+	4.0847300000000004
NARS2	Q96I59	0.228431	NA	1.94017
NASP	P49321	0.172302	NA	1.82121
NAT1	P18440	0.434637	NA	0.82514100000000001
NAT10	Q9H0A0	-0.463156	+	3.6114999999999999
NAT14	Q8WUY8	0.24676	NA	0.56561600000000001
NAV1	Q8NEY1	-1.2909	+	2.1573699999999998
NBAS	A2RRP1	0.0281482	NA	0.12532299999999999
NBEAL2	Q6ZNJ1	-0.0807338	NA	0.76838799999999996
NBN	O60934	0.00709724	NA	6.7260500000000001E-2
NBR1	Q14596	-0.389584	NA	0.33089099999999999
NCALD	P61601	0.0539708	NA	1.5887200000000001E-2
NCAPD2	Q15021	-0.272741	+	3.0466500000000001
NCAPD3	P42695	-0.707362	+	4.01234
NCAPG	Q9BPX3	-0.368248	+	2.8641200000000002
NCAPG2	Q86XI2	-0.689444	+	3.7143099999999998
NCAPH	Q15003	-0.200323	NA	2.3588900000000002
NCAPH2	Q6IBW4	-0.59824600000000006	+	1.5827599999999999
NCBP1	Q09161	-0.303081	+	3.4769100000000002
NCBP2	P52298	-0.342114	+	2.6495700000000002
NCDN	Q9UBB6	-0.551128	+	2.6799200000000001
NCEH1	Q6PIU2	0.311473	NA	1.2334400000000001
NCF2	P19878	1.56813	NA	0.43996099999999999
NCF4	Q15080	0	NA	NaN
NCK1	P16333	-0.253411	NA	1.3572500000000001
NCK2	O43639	-0.496498	+	1.7858799999999999
NCKAP1	Q9Y2A7	0.1618	NA	0.93669199999999997
NCKAP1L	P55160	1.42113	+	1.2397100000000001
NCKIPSD	Q9NZQ3	0.227662	NA	1.2248300000000001
NCL	P19338	-0.0292101	NA	0.21709400000000001
NCLN	Q969V3	-0.0835414	NA	1.0181899999999999
NCOA1	Q15788	0.182306	NA	0.35817700000000002
NCOA2	Q15596	-0.309968	NA	0.30803199999999997
NCOA3	Q9Y6Q9	-0.944981	+	2.14046
NCOA4	Q13772	0.769593	NA	0.70782699999999998
NCOA5	Q9HCD5	-0.0511312	NA	0.34062999999999999
NCOA6	Q14686	-0.0381103	NA	6.48836E-2
NCOA7	Q8NI08	0.107982	NA	0.52462399999999998
NCOR1	O75376	0.0987835	NA	0.45356299999999999
NCOR2	Q9Y618	-0.0582571	NA	0.14879400000000001
NCR3LG1	Q68D85	-0.590635	NA	0.68793800000000005
NCSTN	Q92542	0.100116	NA	0.34910600000000003
NDC1	Q9BTX1	-0.367839	+	1.93401
NDC80	O14777	-0.260959	NA	1.8949199999999999
NDE1	Q9NXR1	-0.245593	NA	0.88899899999999998
NDFIP1	Q9BT67	-1.64983	+	3.2754400000000001
NDFIP2	Q9NV92	-3.35501	+	3.9142800000000002
NDOR1	Q9UHB4	0.095665	NA	0.26918399999999998
NDRG1	Q92597	2.28348	+	2.4286799999999999
NDRG2	Q9UN36	-0.0415716	NA	0.39091500000000001
NDRG3	Q9UGV2	0.0421915	NA	0.16267699999999999
NDST2	P52849	-0.222564	NA	0.14277300000000001
NDUFA10	O95299	0.307305	+	2.0358299999999998
NDUFA11	Q86Y39	0.210816	NA	1.79097
NDUFA12	Q9UI09	0.429596	+	2.4349500000000002
NDUFA13	Q9P0J0	0.686709	+	3.4523999999999999
NDUFA2	O43678	0.27254	NA	1.1553199999999999
NDUFA3	O95167	0.683225	+	1.7347399999999999
NDUFA4	O00483	0.152246	NA	0.80444700000000002
NDUFA5	Q16718	0.195951	NA	0.95357599999999998
NDUFA6	P56556	-0.236745	NA	0.74470400000000003
NDUFA7	O95182	0.10556	NA	0.180979
NDUFA8	P51970	0.254634	NA	0.61165599999999998
NDUFA9	Q16795	0.492186	+	2.38137
NDUFAB1	O14561	0.465021	NA	0.62712900000000005
NDUFAF1	Q9Y375	-0.0957689	NA	0.59023599999999998
NDUFAF2	Q8N183	-0.164408	NA	0.18152199999999999
NDUFAF3	Q9BU61	0.260409	NA	1.39764
NDUFAF4	Q9P032	0.339868	+	2.21136
NDUFAF5	Q5TEU4	0.904936	+	1.1655599999999999
NDUFAF6	Q330K2	-0.594123	NA	0.29009099999999999
NDUFAF7	Q7L592	0.488501	+	2.8764699999999999
NDUFB1	O75438	0.423059	NA	1.2046699999999999
NDUFB10	O96000	0.177366	NA	0.48819600000000002
NDUFB11	Q9NX14	0.205472	NA	0.974804
NDUFB3	O43676	0.448961	+	1.9878199999999999
NDUFB4	O95168	0.686127	+	2.7552400000000001
NDUFB5	O43674	0.574619	+	3.5614699999999999
NDUFB6	O95139	0.131104	NA	0.28517599999999999
NDUFB7	P17568	0.785209	+	2.0219100000000001
NDUFB8	O95169	0.832512	+	2.7877000000000001
NDUFB9	Q9Y6M9	0.365117	+	1.49455
NDUFC2	O95298	0.820775	+	1.9972300000000001
NDUFS1	P28331	0.337088	+	4.6735300000000004
NDUFS2	O75306	0.324537	+	4.5635599999999998
NDUFS3	O75489	0.239725	NA	1.8957299999999999
NDUFS4	O43181	0.160608	NA	1.41927
NDUFS5	O43920	0.757678	+	2.0194200000000002
NDUFS6	O75380	-0.205516	NA	0.324069
NDUFS7	O75251	0.191671	NA	3.4456500000000001
NDUFS8	O00217	0.126556	NA	0.35028500000000001
NDUFV1	P49821	0.268731	+	2.5756899999999998
NDUFV2	P19404	0.26446	NA	1.1341699999999999
NDUFV3	P56181	-0.277764	NA	0.34607599999999999
NEB	P20929	0.827825	+	1.1481300000000001
NECAP1	Q8NC96	-0.844073	+	1.88933
NECAP2	Q9NVZ3	0.398824	+	2.6923499999999998
NEDD1	Q8NHV4	0.187182	NA	0.45791399999999999
NEDD4	P46934	-0.147507	NA	0.445075
NEDD4L	Q96PU5	0.0461156	NA	2.97217E-2
NEDD8	Q15843	0.323604	NA	0.43995800000000002
NEFH	P12036	-2.80061	+	2.7514699999999999
NEFM	P07197	0.848613	NA	0.70434300000000005
NEK1	Q96PY6	0.666415	+	1.9103399999999999
NEK6	Q9HC98	-0.416532	NA	0.36414099999999999
NEK7	Q8TDX7	0.225717	NA	0.42387900000000001
NEK9	Q8TD19	0.249237	+	2.7466900000000001
NELFA	Q9H3P2	0.0754018	NA	0.36107299999999998
NELFB	Q8WX92	0.245377	NA	0.95854600000000001
NELFE	P18615	0.0643277	NA	0.58167400000000002
NEMF	O60524	-0.430614	+	2.5260899999999999
NENF	Q9UMX5	-0.0463443	NA	4.9383700000000003E-2
NES	P48681	-0.359188	+	2.8320699999999999
NEU1	Q99519	0.153584	NA	1.2665599999999999
NEU3	Q9UQ49	0.559727	+	1.28911
NF1	P21359	-0.229156	NA	0.75522199999999995
NF2	P35240	0.0266337	NA	2.3995900000000001E-2
NFAT5	O94916	-0.79888	+	1.7622199999999999
NFATC1	O95644	1.77861	+	0.89729300000000001
NFATC2	Q13469	0.115164	NA	0.20109099999999999
NFATC2IP	Q8NCF5	-0.492823	+	1.39175
NFATC3	Q12968	-0.68836	+	2.7510400000000002
NFE2	Q16621	0.87567	+	3.1095600000000001
NFIC	P08651	0.0397177	NA	0.17220199999999999
NFIX	Q14938	-0.784138	NA	0.465922
NFKB1	P19838	-0.0703402	NA	0.17086200000000001
NFKB2	Q00653	0.118431	NA	7.2504600000000002E-2
NFKBIA	P25963	-0.597739	+	1.7377499999999999
NFKBIB	Q15653	-0.777128	+	3.8067299999999999
NFKBIE	O00221	-0.0715837	NA	8.0050700000000002E-2
NFRKB	Q6P4R8	0.101707	NA	0.108101
NFS1	Q9Y697	0.321385	+	2.6371600000000002
NFU1	Q9UMS0	0.204856	NA	1.514
NFX1	Q12986	-0.616478	+	1.6003000000000001
NFXL1	Q6ZNB6	0.0382376	NA	0.13380400000000001
NFYA	P23511	-0.202737	NA	0.50407900000000005
NFYB	P25208	-0.106215	NA	0.24229800000000001
NFYC	Q13952	0.255117	+	2.3929399999999998
NGDN	Q8NEJ9	-0.523058	+	3.94936
NGLY1	Q96IV0	-0.135402	NA	1.69346
NGRN	Q9NPE2	-0.291636	NA	0.21437800000000001
NHEJ1	Q9H9Q4	-0.254752	NA	0.41394799999999998
NHLRC2	Q8NBF2	0.19733	NA	1.4739199999999999
NHP2	Q9NX24	0.177511	NA	0.80383199999999999
NIF3L1	Q9GZT8	0.281555	NA	1.4763900000000001
NIFK	Q9BYG3	-0.921005	+	4.56698
NIP7	Q9Y221	-0.64419	+	4.9907700000000004
NIPBL	Q6KC79	-0.0377617	NA	0.51600500000000005
NIPSNAP1	Q9BPW8	0.763518	+	3.3777200000000001
NIPSNAP3A	Q9UFN0	0.339458	+	1.77088
NISCH	Q9Y2I1	0.132074	NA	0.51759500000000003
NIT1	Q86X76	0.522448	+	3.1466500000000002
NIT2	Q9NQR4	0.20866	NA	1.55989
NKAP	Q8N5F7	0.506698	+	1.6505300000000001
NKIRAS2	Q9NYR9	-0.245739	NA	0.69589100000000004
NKRF	O15226	-0.5239	+	3.7229700000000001
NKTR	P30414	0.0788403	NA	0.34976299999999999
NLE1	Q9NVX2	-0.866661	+	4.1504099999999999
NLN	Q9BYT8	0.0690675	NA	0.78572600000000004
NLRC3	Q7RTR2	5.31773	+	1.5450200000000001
NLRP2	Q9NX02	-0.274674	NA	1.3156399999999999
NLRX1	Q86UT6	0.282118	NA	0.233513
NMD3	Q96D46	-0.700934	+	4.6966200000000002
NME1	P15531	-0.375278	+	1.3844000000000001
NME3	Q13232	0.468058	+	4.5602
NME4	O00746	-0.125715	NA	0.14200099999999999
NME6	O75414	0.542708	+	2.4390900000000002
NME7	Q9Y5B8	-0.0470033	NA	0.52013200000000004
NMI	Q13287	-0.0677953	NA	0.27483000000000002
NMNAT1	Q9HAN9	0.397651	+	2.9867400000000002
NMNAT3	Q96T66	0.414637	NA	0.80329600000000001
NMRAL1	Q9HBL8	0.897781	+	3.17658
NMT1	P30419	-0.134118	NA	1.35856
NMT2	O60551	0.292158	+	1.80044
NMU	P48645	-0.968934	+	2.1309200000000001
NNMT	P40261	0.612269	NA	0.64461500000000005
NNT	Q13423	0.408758	+	2.2045300000000001
NOA1	Q8NC60	0.148928	NA	1.42824
NOB1	Q9ULX3	-0.648633	+	3.8034400000000002
NOC2L	Q9Y3T9	-0.500905	+	5.2153099999999997
NOC3L	Q8WTT2	-0.09969	NA	0.59365299999999999
NOC4L	Q9BVI4	-0.496394	+	3.7863500000000001
NOL10	Q9BSC4	-0.552832	+	3.8717000000000001
NOL11	Q9H8H0	-0.738387	+	3.0508700000000002
NOL12	Q9UGY1	0.195042	NA	0.12321600000000001
NOL4	O94818	0.507948	NA	0.39654600000000001
NOL4L	Q96MY1	-0.467561	+	2.2551800000000002
NOL6	Q9H6R4	-0.609622	+	3.63192
NOL7	Q9UMY1	-0.879977	+	2.1271100000000001
NOL8	Q76FK4	-0.539728	+	2.27
NOL9	Q5SY16	-0.237127	+	2.6030500000000001
NOLC1	Q14978	-0.626364	+	3.7723599999999999
NOM1	Q5C9Z4	-0.69004	+	2.4759899999999999
NOMO1	Q15155	-0.375848	NA	1.2214100000000001
NOMO2	Q5JPE7	-0.734963	+	1.6812100000000001
NONO	Q15233	-0.0441175	NA	0.49255599999999999
NOP10	Q9NPE3	0.428088	NA	1.1440399999999999
NOP14	P78316	-0.533493	+	2.9327899999999998
NOP16	Q9Y3C1	-1.42292	+	2.4627599999999998
NOP2	P46087	-0.445158	+	4.0860000000000003
NOP56	O00567	0.0664716	NA	0.86218799999999995
NOP58	Q9Y2X3	-0.055768	NA	0.39831699999999998
NOP9	Q86U38	-0.733134	+	4.7965099999999996
NOSIP	Q9Y314	-0.497276	+	4.5077199999999999
NOSTRIN	Q8IVI9	0.308655	+	2.7452299999999998
NOTCH2	Q04721	0	NA	NaN
NPAT	Q14207	-0.34791	NA	0.62463800000000003
NPC1	O15118	0.196356	NA	1.2544
NPC2	P61916	0.800177	+	3.7486999999999999
NPEPL1	Q8NDH3	0	NA	NaN
NPEPPS	P55786	0.180904	NA	2.5209800000000002
NPL	Q9BXD5	1.40795	+	2.4638900000000001
NPLOC4	Q8TAT6	0.0740232	NA	0.82168200000000002
NPM1	P06748	7.37667e-4	NA	2.2959600000000001E-3
NPM3	O75607	-0.361913	+	2.0118200000000002
NPRL3	Q12980	-0.213584	NA	0.25477
NQO1	P15559	-0.0179138	NA	9.3266199999999994E-2
NQO2	P16083	0.12466000000000001	NA	0.64038099999999998
NR2C2	P49116	0.51549	+	1.2894300000000001
NR2C2AP	Q86WQ0	-0.147833	NA	0.28876600000000002
NR2F2	P24468	-1.07353	+	2.3572600000000001
NR2F6	P10588	-0.111545	NA	0.33835300000000001
NR3C1	P04150	0.461879	+	2.5022500000000001
NRAS	P01111	0.100082	NA	0.32239400000000001
NRBF2	Q96F24	-0.384413	NA	0.72367000000000004
NRBP1	Q9UHY1	-0.0693188	NA	0.65858499999999998
NRDE2	Q9H7Z3	0.490204	NA	0.43898399999999999
NRF1	Q16656	0.495533	+	1.5071699999999999
NRIP1	P48552	0	NA	NaN
NRM	Q8IXM6	0.4623	+	2.4049
NSA2	O95478	-0.882336	+	4.0654000000000003
NSDHL	Q15738	0.0271821	NA	0.18620200000000001
NSF	P46459	0.220684	+	2.84796
NSFL1C	Q9UNZ2	-0.134451	NA	1.2960400000000001
NSL1	Q96IY1	0.347006	NA	1.3274999999999999
NSMAF	Q92636	-0.734407	+	2.5832099999999998
NSMCE1	Q8WV22	-0.007617	NA	1.5980999999999999E-2
NSMCE2	Q96MF7	0.0629053	NA	0.16572899999999999
NSMCE4A	Q9NXX6	0.17975	NA	0.48469600000000002
NSUN2	Q08J23	-0.227819	NA	2.39283
NSUN4	Q96CB9	0.245772	+	3.3563700000000001
NSUN5	Q96P11	-0.77292	+	4.4223499999999998
NSUN6	Q8TEA1	0.0597672	NA	0.25064599999999998
NT5C	Q8TCD5	0.381926	+	1.92804
NT5C2	P49902	-0.261527	+	4.8839199999999998
NT5C3A	Q9H0P0	-0.185146	NA	0.76397599999999999
NT5C3B	Q969T7	0.0528822	NA	0.187052
NT5DC1	Q5TFE4	-0.131615	NA	0.66681299999999999
NT5DC2	Q9H857	0.22397	NA	1.60745
NT5DC3	Q86UY8	-0.183488	NA	0.30570700000000001
NTAN1	Q96AB6	0	NA	NaN
NTHL1	P78549	-0.237465	NA	1.1529499999999999
NTMT1	Q9BV86	-0.423844	+	2.9734500000000001
NTPCR	Q9BSD7	0.150036	NA	0.66699600000000003
NTRK1	P04629	-0.0963914	NA	0.14680499999999999
NUB1	Q9Y5A7	0.157418	NA	1.1090199999999999
NUBP1	P53384	-0.0847034	NA	0.28469299999999997
NUBP2	Q9Y5Y2	0.155938	NA	0.55952900000000005
NUBPL	Q8TB37	0.622405	NA	0.71390799999999999
NUCB1	Q02818	-0.0257702	NA	3.6636599999999998E-2
NUCKS1	Q9H1E3	2.03877	+	3.2203200000000001
NUDC	Q9Y266	-0.315179	+	2.8376999999999999
NUDCD1	Q96RS6	-0.336608	+	2.8849100000000001
NUDCD2	Q8WVJ2	0.144337	NA	0.60705200000000004
NUDCD3	Q8IVD9	-0.191436	NA	0.72957399999999994
NUDT1	P36639	-0.136724	NA	0.80956499999999998
NUDT12	Q9BQG2	0.285504	NA	1.3673500000000001
NUDT15	Q9NV35	-0.382771	NA	0.75945300000000004
NUDT16	Q96DE0	-0.243103	NA	0.52204700000000004
NUDT16L1	Q9BRJ7	-0.370197	+	1.99214
NUDT18	Q6ZVK8	1.19049	+	1.6118600000000001
NUDT19	A8MXV4	0.234151	NA	0.89491600000000004
NUDT2	P50583	0.21363	NA	1.0090699999999999
NUDT21	O43809	0.0476589	NA	0.38805600000000001
NUDT3	O95989	-0.255358	NA	0.60530600000000001
NUDT4	Q9NZJ9	0.206363	NA	1.2217100000000001
NUDT5	Q9UKK9	-0.0167484	NA	0.17959800000000001
NUDT8	Q8WV74	0.366056	NA	0.94158699999999995
NUDT9	Q9BW91	0.0879364	NA	0.306058
NUF2	Q9BZD4	-0.148099	NA	0.89280700000000002
NUFIP1	Q9UHK0	-0.507201	NA	0.37825900000000001
NUFIP2	Q7Z417	-1.14824	+	6.19034
NUMA1	Q14980	0.194048	NA	2.15299
NUMB	P49757	-0.0364971	NA	0.21099399999999999
NUMBL	Q9Y6R0	0.135298	NA	0.41260000000000002
NUP107	P57740	-0.401881	+	3.8795999999999999
NUP153	P49790	-0.185655	NA	2.1971699999999998
NUP155	O75694	-0.316642	+	7.4015599999999999
NUP160	Q12769	-0.239383	+	3.1238299999999999
NUP188	Q5SRE5	-0.480138	+	3.1411699999999998
NUP205	Q92621	-0.49875	+	4.9880699999999996
NUP210	Q8TEM1	0.283289	+	2.0493999999999999
NUP214	P35658	-0.511568	+	5.3890200000000004
NUP35	Q8NFH5	-0.0227222	NA	0.312616
NUP37	Q8NFH4	-0.437064	+	2.7088199999999998
NUP43	Q8NFH3	-0.0882955	NA	0.313245
NUP50	Q9UKX7	-0.238389	NA	2.08127
NUP54	Q7Z3B4	0.0273099	NA	0.59450800000000004
NUP62	P37198	-0.187067	NA	1.15381
NUP85	Q9BW27	-0.150597	NA	1.6204000000000001
NUP88	Q99567	-0.128129	NA	1.3204199999999999
NUP93	Q8N1F7	-0.186496	NA	2.6904699999999999
NUP98	P52948	-0.143438	NA	2.3958200000000001
NUS1	Q96E22	-0.113797	NA	9.1879299999999997E-2
NUSAP1	Q9BXS6	-1.42547	+	4.1520900000000003
NUTF2	P61970	0.250105	+	2.3071700000000002
NVL	O15381	-0.547609	+	4.57843
NXF1	Q9UBU9	-0.381988	+	3.6695700000000002
NXN	Q6DKJ4	0	NA	NaN
NXT1	Q9UKK6	-0.646622	+	1.16506
OARD1	Q9Y530	0.407404	+	3.3271199999999999
OAT	P04181	1.11797	+	5.2003300000000001
OBSCN	Q5VST9	1.31187	NA	0.69113199999999997
OBSL1	O75147	0.454383	+	3.38083
OCIAD1	Q9NX40	-0.0426579	NA	0.211954
OCRL	Q01968	0.175805	NA	0.24261199999999999
ODC1	P11926	-1.32955	+	2.63889
ODF2	Q5BJF6	-1.24291	+	2.4585400000000002
ODR4	Q5SWX8	-0.28581	NA	0.79230800000000001
OFD1	O75665	-0.593527	+	3.4913400000000001
OGDH	Q02218	0.271304	+	2.1354299999999999
OGFOD1	Q8N543	-1.16684	+	4.4951699999999999
OGFOD2	Q6N063	-0.00758696	NA	5.0534900000000001E-2
OGFOD3	Q6PK18	-1.71394	NA	0.78358799999999995
OGFR	Q9NZT2	-0.338067	+	3.1413700000000002
OGT	O15294	-0.58584	+	5.3075400000000004
OIP5	O43482	-0.745303	+	3.9626700000000001
OLA1	Q9NTK5	-0.188385	NA	3.6774100000000001
OLFML2B	Q68BL8	0.0449419	NA	0.10914699999999999
OMA1	Q96E52	0.350978	NA	0.88668800000000003
OPA1	O60313	0.255908	+	3.9368300000000001
OPA3	Q9H6K4	0.262987	NA	1.0810299999999999
OPLAH	O14841	0.281791	+	3.1571400000000001
OPTN	Q96CV9	0.887301	+	1.4485300000000001
OR10P1	Q8NGE3	-1.45541	+	3.1030600000000002
OR51E2	Q9H255	0.53261	NA	0.81777100000000003
ORC1	Q13415	0.114334	NA	0.28809000000000001
ORC2	Q13416	-0.0355706	NA	0.18105199999999999
ORC3	Q9UBD5	-0.0702796	NA	0.429954
ORC4	O43929	-0.0921178	NA	0.35714200000000002
ORC5	O43913	-0.365133	NA	1.39866
ORMDL2	Q53FV1	-1.14308	+	1.5397700000000001
OS9	Q13438	0.00126791	NA	4.7047800000000004E-3
OSBP	P22059	0.0493002	NA	0.56377600000000005
OSBPL11	Q9BXB4	0.127885	NA	5.5566600000000001E-2
OSBPL1A	Q9BXW6	1.36434	NA	0.51024099999999994
OSBPL2	Q9H1P3	0.335332	NA	0.88563999999999998
OSBPL3	Q9H4L5	-0.63937600000000006	+	3.8076400000000001
OSBPL6	Q9BZF3	0.0512991	NA	8.5221000000000005E-2
OSBPL8	Q9BZF1	-0.0257411	NA	0.22167899999999999
OSBPL9	Q96SU4	-0.0957656	NA	0.49263200000000001
OSGEP	Q9NPF4	0.0202942	NA	7.3806700000000003E-2
OSGEPL1	Q9H4B0	0.458882	NA	0.39435500000000001
OSTC	Q9NRP0	0.0195646	NA	2.2805700000000002E-2
OSTF1	Q92882	-0.0357561	NA	0.101199
OSTM1	Q86WC4	0.288406	NA	1.3919999999999999
OTUB1	Q96FW1	0.18184	NA	2.22709
OTUB2	Q96DC9	0	NA	NaN
OTUD4	Q01804	-0.242331	NA	0.823712
OTUD5	Q96G74	-0.36342	NA	1.21567
OTUD6B	Q8N6M0	-0.313492	NA	1.4247099999999999
OTUD7B	Q6GQQ9	0.386311	NA	0.60989000000000004
OTULIN	Q96BN8	0.0472894	NA	0.12302299999999999
OVCA2	Q8WZ82	-0.353913	NA	0.91822599999999999
OXA1L	Q15070	-0.0108666	NA	3.20982E-2
OXCT1	P55809	0.584626	+	4.7873799999999997
OXNAD1	Q96HP4	0.0884619	NA	0.50062899999999999
OXR1	Q8N573	0.232584	NA	1.4112899999999999
OXSM	Q9NWU1	0.514473	+	3.26586
OXSR1	O95747	0.123976	NA	1.08222
P2RX1	P51575	-0.329012	NA	0.357767
P2RX4	Q99571	0.72436	+	2.7597999999999998
P3H1	Q32P28	-0.212336	NA	1.66032
P4HA1	P13674	-0.308474	+	2.8488799999999999
P4HA2	O15460	0.03936	NA	4.1168400000000001E-2
P4HB	P07237	0.102969	NA	1.0419499999999999
PA2G4	Q9UQ80	-0.151038	NA	1.10389
PAAF1	Q9BRP4	0.0557284	NA	0.41922300000000001
PABPC1	P11940	-0.765298	+	5.4258600000000001
PABPC1L2A	Q5JQF8	0.108818	NA	0.23194699999999999
PABPC4	Q13310	-0.160054	NA	1.38405
PACS1	Q6VY07	0.447678	+	2.7464499999999998
PACS2	Q86VP3	1.38945	+	1.4603299999999999
PACSIN1	Q9BY11	0.953737	+	1.6449
PACSIN2	Q9UNF0	0.152307	NA	1.0698700000000001
PACSIN3	Q9UKS6	0.2268	NA	1.5780099999999999
PAF1	Q8N7H5	-0.150538	NA	1.28562
PAFAH1B1	P43034	-0.162629	NA	1.8972599999999999
PAFAH1B2	P68402	0.194927	NA	1.2516
PAFAH1B3	Q15102	0.176546	NA	1.4418899999999999
PAFAH2	Q99487	-0.849663	NA	0.77997499999999997
PAGE5	Q96GU1	-0.331617	NA	0.45012600000000003
PAICS	P22234	-0.338775	+	3.4832000000000001
PAIP1	Q9H074	-0.201831	NA	1.1813899999999999
PAIP2	Q9BPZ3	0.160127	NA	0.22944800000000001
PAK1IP1	Q9NWT1	-0.749154	+	3.2836799999999999
PAK2	Q13177	-0.134052	NA	2.4158900000000001
PAK3	O75914	0	NA	NaN
PAK4	O96013	0.021379	NA	4.6191299999999998E-2
PALM	O75781	0.775339	+	2.0798999999999999
PAN2	Q504Q3	0.976679	+	2.1852200000000002
PAN3	Q58A45	-0.142081	NA	0.32107000000000002
PANK2	Q9BZ23	0.00342011	NA	1.4683000000000001E-3
PANK3	Q9H999	-0.422596	NA	0.55964400000000003
